Gene Symbol	Name	Entrez GeneId	Genome Location	Tier	Hallmark	Chr Band	Somatic	Germline	Tumour Types(Somatic)	Tumour Types(Germline)	Cancer Syndrome	Tissue Type	Molecular Genetics	Role in Cancer	Mutation Types	Translocation Partner	Other Germline Mut	Other Syndrome	Synonyms
PRDM2	PR/SET domain 2	7799	1:13715606-13816547	2		1p36.21	yes		"glioma, colon adenocarcinoma, gastric carcinoma, ovarian carcinoma, HNSCC"			"E, O"		TSG	"O, F"				"7799,ENSG00000116731,HUMHOXY1,MTB-ZF,PRDM2,Q13029,RIZ,RIZ1,RIZ2"
PREX2	"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"	80243	8:67952395-68231378	1	Yes	8q13.2	yes		"melanoma, pancreatic ductal adenocarcinoma"			E	Dom	oncogene	"Mis, N"				"6230420N16Rik,80243,DEPDC2,DEP_2,ENSG00000046889,FLJ12987,P-REX2,PREX2"
PRF1	perforin 1 (pore forming protein)	5551	10:70598053-70600902	1		10q22		yes		"various leukaemia, lymphoma"		L	Rec	TSG	M		yes	Type 2 familial haemophagocytic lymphohistiocytosis	"5551,ENSG00000180644,FLH2,HPLH2,MGC65093,P1,P14222,PFP,PRF1"
PRKACA	protein kinase cAMP-activated catalytic subunit alpha	5566	19:14093112-14117547	1	Yes	19p13.1	yes		"fibrolamellar hepatocellular carcinoma, cortisol secreting adrenal adenoma"			E	Dom	oncogene	"T, Mis, N"	DNAJB1			"5566,ENSG00000072062,MGC102831,MGC48865,P17612,PKACA,PRKACA"
PRKAR1A	"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)"	5573	17:68515400-68530449	1	Yes	17q23-q24	yes	yes	papillary thyroid	"myxoma, endocrine, papillary thyroid"	Carney complex	"E, M"	Dom/Rec	"oncogene, TSG, fusion"	"T, Mis, N, F, S"	RET			"5573,CAR,CNC,CNC1,DKFZp779L0468,ENSG00000108946,MGC17251,P10644,PKR1,PPNAD1,PRKAR1,PRKAR1A,TSE1"
PRKCB	protein kinase C beta	5579	16:23836176-24214816	2		16p12.2-p12.1	yes		adult T-cell lymphoma-leukaemia			L			Mis				"5579,ENSG00000166501,MGC41878,P05771,PKC-beta,PKCB,PRKCB,PRKCB1,PRKCB2"
PRPF40B	pre-mRNA processing factor 40 homolog B	25766	12:49630608-49644192	2		12q13.12	yes		"melanoma, colon carcinoma, MDS"			"E, L"			"F, N"				"25766,ENSG00000110844,HYPC,PRPF40B"
PRRX1	paired related homeobox 1	5396	1:170664220-170730332	1		1q24	yes		AML			L	Dom	fusion	T	NUP98			"5396,ENSG00000116132,PRRX1"
PSIP1	PC4 and SFRS1 interacting protein 1 (LEDGF)	11168	9:15471207-15510188	1	Yes	9p22.3	yes		AML			L	Dom	"oncogene, fusion"	T	NUP98			"11168,ENSG00000164985,PSIP1,PSIP2"
PTCH1	Homolog of Drosophila Patched gene	5727	9:95446912-95508361	1		9q22.3	yes	yes	"skin basal cell, medulloblastoma"	"skin basal cell, medulloblastoma"	nevoid basal cell carcinoma syndrome	"E, M"	Rec	TSG	"Mis, N, F, S"				"5727,BCNS,ENSG00000185920,FLJ26746,FLJ42602,HPE7,NBCCS,PTC,PTC1,PTCH,PTCH1,Q13635,RP11-435O5_3"
PTEN	phosphatase and tensin homolog gene	5728	10:87864470-87965472	1	Yes	10q23.3	yes	yes	"glioma, prostate, endometrial"	"harmartoma, glioma, prostate, endometrial"	"Cowden syndrome, Bannayan-Riley-Ruvalcaba syndrome"	"L, E, M, O"	Dom	TSG	"D, Mis, N, F, S"				"5728,BZS,ENSG00000171862,MGC11227,MHAM,MMAC1,P60484,PTEN,PTEN1"
PTK6	protein tyrosine kinase 6	5753	20:63529536-63537314	1	Yes	20q13.3	yes		"renal, gastric, head and neck, ovarian, others"			E	Dom	"oncogene, TSG"	"Mis, N"				"5753,BRK,ENSG00000101213,FLJ42088,PTK6,Q13882"
PTPN11	"protein tyrosine phosphatase, non-receptor type 11"	5781	12:112419112-112504764	1		12q24.1	yes		"JMML, AML, MDS"			L	Dom	oncogene	Mis		yes	Noonan Syndrome	"5781,BPTP3,CFC,ENSG00000179295,MGC14433,NS1,PTP-1D,PTP2C,PTPN11,Q06124,SH-PTP2,SH-PTP3,SHP-2,SHP2"
PTPN13	"protein tyrosine phosphatase, non-receptor type 13"	5783	4:86635257-86814551	1	Yes	4q21.3	yes	yes	"lung, NSCLC, gastric, peritoneal carcinomatosis"	hepatocellular	Familial Hepatocellular Carcinoma	E	Rec	TSG	"Mis, N"				"5783,DKFZp686J1497,ENSG00000163629,FAP-1,PNP1,PTP-BAS,PTP-BL,PTP1E,PTPL1,PTPLE,PTPN13,Q12923"
PTPN6	"protein tyrosine phosphatase, non-receptor type 6"	5777	12:6951513-6960864	2		12p13.31	yes		DLBCL			L		TSG	Mis				"5777,ENSG00000111679,HCP,HCPH,PTP-1C,PTPN6,SHP-1,SHP1"
PTPRB	"protein tyrosine phosphatase, receptor type, B"	5787	12:70521489-70609814	1		12q15-q21	yes		angiosarcoma			E	Rec	TSG	"N, Mis, S, F"				"5787,DKFZp686E2262,DKFZp686H15164,ENSG00000127329,FLJ44133,HPTP-BETA,HPTPB,MGC142023,MGC59935,P23467,PTPB,PTPRB,R-PTP-BETA"
PTPRC	"protein tyrosine phosphatase, receptor type, C"	5788	1:198639275-198756181	1		1q31-q32	yes		T-ALL			L	Rec	TSG	"Mis, N, S"				"5788,B220,CD45,ENSG00000081237,GP180,LCA,LY5,PTPRC,T200"
PTPRK	"protein tyrosine phosphatase, receptor type, K"	5796	6:127970227-128520358	1		6q22.2-q22.3	yes		colorectal			E	Dom	"TSG, fusion"	T	RSPO3			"5796,DKFZp686C2268,DKFZp779N1045,ENSG00000152894,PTPRK,R-PTP-kappa,RP3-480J14_1"
PTPRT	"protein tyrosine phosphatase, receptor type T"	11122	20:42080879-43189733	1	Yes	20q12-q13	yes		"HNSCC, colorectal cancer, gastric cancer, lung cancer, melanoma"			E		TSG	"Mis, N"				"11122,ENSG00000196090,KIAA0283,O14522,PTPRT,RP5-1121H13_2,RPTPrho"
PWWP2A	PWWP domain containing 2A	114825	5:160078155-160119388	2		5q33.3	yes		Spitzoid tumour			E	Dom	fusion	T	ROS1			"114825,ENSG00000170234,KIAA1935,MGC132770,MST101,PWWP2A,Q8IYR3_HUMAN,Q96N64"
QKI	"QKI, KH domain containing, RNA binding"	9444	6:163415194-163570710	1	Yes	6q26	yes		"angiocentric glioma, colorectal cancer"			"E, O"	Dom	"oncogene, TSG"	"Mis, F, T"	MYB			"9444,DKFZp586I0923,ENSG00000112531,Hqk,Q96PU8,QK,QK3,QKI"
RABEP1	"rabaptin, RAB GTPase binding effector protein 1"	9135	17:5282488-5383224	1	Yes	17p13.2	yes		CMML			L	Dom	fusion	T	PDGFRB			"9135,ENSG00000029725,Q15276,RAB5EP,RABEP1,RABPT5,neurocrescin,rabaptin-5"
RAC1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	5879	7:6374736-6402446	1	Yes	7p22	yes		"melanoma, carcinoma"			E	Dom	oncogene	"Mis, F"				"5879,ENSG00000136238,MGC111543,MIG5,P63000,RAC1,TC-25,p21-Rac1"
RAD21	RAD21 homolog (S. pombe)	5885	8:116847500-116866729	1	Yes	8q24.11	yes		"AML, endometrium, colorectal, lung"			"L, E"	Rec	"oncogene, TSG"	"Mis, N, F"		yes	Cornelia de Lange syndrome-4	"5885,ENSG00000164754,FLJ25655,FLJ40596,HR21,HRAD21,KIAA0078,MCD1,NXP1,O60216,RAD21,SCC1,hHR21"
RAD51B	RAD51 paralog B	5890	14:67823544-68594603	1		14q23-q24.2	yes		"lipoma, uterine leiomyoma"			M	Dom	"TSG, fusion"	T	HMGA2			"5890,ENSG00000182185,MGC34245,O15315,R51H2,RAD51B,RAD51L1,REC2,hREC2"
RAF1	v-raf-1 murine leukemia viral oncogene homolog 1	5894	3:12584514-12618721	1	Yes	3p25	yes		"pilocytic astrocytoma, prostate"			"O, E"	Dom	"oncogene, fusion"	"T, A"	"SRGAP3, ESRP1"			"5894,CRAF,ENSG00000132155,P04049,RAF1,Raf-1,c-Raf"
RALGDS	ral guanine nucleotide dissociation stimulator	5900	9:133098587-133121154	2		9q34.3	yes		"PMBL, Hodgkin lymphoma,"			L	Dom	fusion	T	CIITA			"5900,ENSG00000160271,FLJ20922,Q12967,RALGDS,RGF,RalGEF"
RANBP2	RAN binding protein 2	5903	2:108719607-108783901	1	Yes	2q12.3	yes		inflammatory myofibroblastic tumour			M	Dom	"TSG, fusion"	T	ALK			"5903,ENSG00000153201,NUP358,P49792,RANBP2,TRP1,TRP2"
RAP1GDS1	"RAP1, GTP-GDP dissociation stimulator 1"	5910	4:98261566-98442117	1	Yes	4q21-q25	yes		T-ALL			L	Dom	"oncogene, fusion"	T	NUP98			"5910,ENSG00000138698,GDS1,MGC118859,MGC118861,P52306,RAP1GDS1"
RARA	"retinoic acid receptor, alpha"	5914	17:40331219-40356226	1		17q12	yes		APL			L	Dom	"oncogene, fusion"	T	"PML, ZBTB16, TRIM24, NUMA1, NPM1"			"5914,ENSG00000131759,NR1B1,RAR,RARA"
RB1	retinoblastoma gene	5925	13:48303913-48480071	1	Yes	13q14	yes	yes	"retinoblastoma, sarcoma, breast, small cell lung carcinoma"	"retinoblastoma, sarcoma, breast, small cell lung carcinoma"	familial retinoblastoma	"L, E, M, O"	Rec	TSG	"D, Mis, N, F, S"				"5925,ENSG00000139687,OSRC,P06400,RB,RB1"
RBM10	RNA binding motif protein 10	8241	X:47147482-47186599	1	Yes	Xp11.3	yes		lung adenocarcinoma			E	Rec/X	TSG	"Mis, F, N"		yes	TARP syndrome	"8241,CTD-2522E6_5,DXS8237E,ENSG00000182872,GPATC9,GPATCH9,KIAA0122,MGC1132,MGC997,P98175,RBM10,ZRANB5"
RBM15	RNA binding motif protein 15	64783	1:110339407-110345610	1	Yes	1p13	yes		acute megakaryocytic leukaemia			L	Dom	fusion	T	MKL1			"64783,ENSG00000162775,OTT,OTT1,Q96T37,RBM15"
RECQL4	RecQ protein-like 4	9401	8:144511431-144517784	1		8q24.3		yes		"osteosarcoma, skin basal cell, skin sqamous cell"	Rothmund-Thompson syndrome	M	Rec	"oncogene, TSG"	"N, F, S"				"9401,ENSG00000160957,RECQ4,RECQL4,RTS,RecQ4"
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	5966	2:60881841-60922535	1		2p13-p12	yes		Hodgkin lymphoma			L	Dom	oncogene	A				"5966,C-Rel,ENSG00000162924,I-Rel,REL"
RET	ret proto-oncogene	5979	10:43077259-43128269	1		10q11.2	yes	yes	"medullary thyroid, papillary thyroid, pheochromocytoma, NSCLC, Spitzoid tumour"	"medullary thyroid,  papillary thyroid, pheochromocytoma"	multiple endocrine neoplasia 2A/2B	"E, O"	Dom	"oncogene, fusion"	"T, Mis, N, F"	"H4, PRKAR1A, NCOA4, PCM1, GOLGA5, TRIM33, KTN1, TRIM27, HOOK3, KIF5B, CCDC6"	yes	Hirschsprung disease	"5979,CDHF12,ENSG00000165731,HSCR1,MEN2A,MEN2B,MTC1,P07949,PTC,RET,RET-ELE1,RET51"
RGPD3	RANBP2-like and GRIP domain containing 3	653489	2:106405219-106468288	2		2q12.2	yes		endometrioid adenocarcinoma			E			Mis				"A6NKT7,RGPD3"
RGS7	regulator of G protein signaling 7	6000	1:240776163-241355776	2		1q43	yes		melanoma			E			Mis				"6000,ENSG00000182901,RGS7"
RHOA	ras homolog family member A	387	3:49360209-49375589	1	Yes	3p21.3	yes		"diffuse gastric, T cell lymphomas, paediatric Burkitt lymphoma"			"E, L"	Dom	"oncogene, TSG"	"Mis, F, O"				"387,ARH12,ARHA,ENSG00000067560,RHO12,RHOA,RHOH12,Rho12,RhoA"
RHOH	ras homolog family member H	399	4:40243387-40243962	1	Yes	4p13	yes		NHL			L	Dom	"TSG, fusion"	T	BCL6			"399,ARHH,ENSG00000168421,RHOH,RhoH,TTF"
RMI2	RecQ mediated genome instability 2	116028	16:11345472-11350790	1		16p13.13	yes		"PMBL, Hodgkin lymphoma"			L	Dom	"TSG, fusion"	T	CIITA			"116028,C16orf75,ENSG00000175643,MGC24665,RMI2"
RNF213	ring finger protein 213	57674	17:80340149-80393498	1	Yes	17q25.3	yes		ALCL			L	Dom	fusion	T	ALK			"57674,C17orf27,ENSG00000173821,KIAA1554,Q63HN8,RNF213"
RNF43	ring finger protein 43	54894	17:58354943-58415577	1	Yes	17q23.2	yes		"cholangiocarcinoma, ovary, pancreas"			E	Rec	TSG	"Mis, N, F, S"				"54894,DKFZp781H02126,DKFZp781H0392,FLJ20315,MGC125630,Q68DV7,RNF124,RNF43,URCC"
ROBO2	roundabout guidance receptor 2	6092	3:77040786-77646055	2		3p12.3	yes		"colorectal adenocarcinoma, melanoma"			E		TSG	F				"6092,ENSG00000185008,KIAA1568,Q9HCK4,ROBO2,SAX3"
ROS1	v-ros UR2 sarcoma virus oncogene homolog 1 (avian)	6098	6:117288492-117425656	1	Yes	6q22	yes		"glioblastoma, NSCLC, Spitzoid tumour, cholangiocarcinoma, borderline ovarian"			"O, E"	Dom	"oncogene, fusion"	T	"GOPC, SDC4, SLC34A2, EZR, LRIG3, HLA-A, MYO5A, PPFIBP1, ERC1, CLIP1, TPM3, ZCCHHC8, KIAA1598, PWWP2A"			"6098,ENSG00000047936,MCF3,P08922,ROS,ROS1,RP1-179P9_1"
RPL10	ribosomal protein L10	6134	X:154398520-154400854	1		Xq28	yes		T-ALL			L	Dom	TSG	Mis				"6134,DKFZp686J1851,DXS648,DXS648E,ENSG00000147403,FLJ23544,FLJ27072,P27635,QM,RPL10,XX-FW83563B9_1"
RPL22	ribosomal protein L22 (EAP)	6146	1:6186672-6199573	1		1p36.31	yes		"AML, CML"			L	Dom	"TSG, fusion"	T	RUNX1			"6146,EAP,RPL22"
RPL5	ribososomal protein L5	6125	1:92832115-92841865	1		1p22.1	yes		T-ALL			L	Dom	TSG	"Mis, N, F"		yes	Diamond-Blackfan anaemia	"6125,ENSG00000122406,MGC117339,MSTP030,P46777,RPL5"
RPN1	ribophorin I	6184	3:128620411-128650800	1		3q21.3-q25.2	yes		AML			L	Dom	fusion	T	MECOM			"6184,ENSG00000163902,OST1,P04843,RPN1"
RSPO2	R-spondin 2	340419	8:107901075-108082638	1		8q23.1	yes		colorectal			E	Dom	"TSG, fusion"	T	EIF3E			"340419,ENSG00000147655,MGC35555,MGC43342,Q6UXX9,RSPO2"
RSPO3	R-spondin 3	84870	6:127119193-127196007	1		6q22.33	yes		colorectal			E	Dom	"oncogene, fusion"	T	PTPRK			"84870,CRISTIN1,ENSG00000146374,FLJ14440,PWTSR,Q9BXY4,RSPO3,THSD2"
RUNDC2A	RUN domain containing 2A	92017	16:11976807-12052226	2		16p13.13	yes		"PMBL, Hodgkin lymphoma"			L	Dom	fusion	T	CIITA			"84127,ENSG00000140660,FLJ12363,Q9HA26,RUNDC2A"
RUNX1	runt-related transcription factor 1  (AML1)	861	21:34792135-35048899	1		21q22.3	yes		"AML, pre B-ALL, T-ALL"			L	Dom	"oncogene, TSG, fusion"	T	"RPL22, MECOM, CBFA2T3, RUNX1T1, ETV6, AFF3"			"861,AML1,AMLCR1,CBFA2,ENSG00000159216,PEBP2A2,Q01196,RUNX1"
RUNX1T1	"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)"	862	8:91960242-92017340	1		8q22	yes		AML			L	Dom	"oncogene, TSG, fusion"	T	"KMT2A, RUNX1"			"862,ENSG00000079102,RUNX1T1"
S100A7	S100 calcium binding protein A7	6278	1:153457806-153459013	2		1q21.3	yes		"melanoma, T-cell lymphoma"			"E, L"		fusion	"Mis, T"	VAV1			"6278,ENSG00000143556,P31151,PSOR1,S100A7,S100A7c"
SALL4	spalt like transcription factor 4	57167	20:51784265-51802408	1		20q13.2	yes		"colorectal cancer, breast cancer, prostate cancer, glioblastoma, melanoma"			E		oncogene	"Mis, F"			Duane-radial ray syndrome	"57167,DRRS,ENSG00000101115,HSAL4,MGC133050,Q9UJQ4,SALL4,ZNF797,dJ1112F19_1"
SBDS	Shwachman-Bodian-Diamond syndrome protein	51119	7:66988371-66995417	1		7q11		yes		"AML, MDS"	Schwachman-Diamond syndrome	L	Rec	TSG	"F, N, O"				"51119,CGI-97,ENSG00000126524,FLJ10917,Q9Y3A5,SBDS,SWDS"
SDC4	syndecan 4	6385	20:45327264-45348384	1		20q12	yes		NSCLC			E	Dom	fusion	T	ROS1			"6385,ENSG00000124145,MGC22217,P31431,SDC4,SYND4"
SDHA	"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)"	6389	5:218356-256420	1	Yes	5p15	yes	yes	"GIST, paraganglioma"	paraganglioma	paragangliomas-5 (PGL5)	"M, O"	Rec	TSG	"Mis, N"				"6389,ENSG00000073578,FP,P31040,SDH2,SDHA,SDHF"
SDHAF2	succinate dehydrogenase complex assembly factor 2	54949	11:61430147-61446071	1		11q12.2		yes		paraganglioma	familial paraganglioma	M	Rec	TSG	M				"54949,C11orf79,ENSG00000167985,FLJ20487,SDHAF2"
SDHB	"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)"	6390	1:17018881-17054019	1		1p36.1-p35		yes		"paraganglioma, pheochromocytoma"	familial paraganglioma	O	Rec	TSG	"Mis, N, F"				"6390,ENSG00000117118,IP,PGL4,SDH,SDH1,SDHB,SDHIP"
SDHC	"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa"	6391	1:161314406-161362433	1		1q21		yes		"paraganglioma, pheochromocytoma"	familial paraganglioma	O	Rec	TSG	"Mis, N, F"				"6391,CYB560,CYBL,ENSG00000143252,PGL3,QPS1,SDH3,SDHC"
SDHD	"succinate dehydrogenase complex, subunit D, integral membrane protein"	6392	11:112086908-112094970	1		11q23		yes		"paraganglioma, pheochromocytoma"	familial paraganglioma	O	Rec	TSG	"Mis, N, F, S"				"6392,CBT1,ENSG00000204370,O14521,PGL,PGL1,SDH4,SDHD"
SEPT5	septin 5	5413	22:19714590-19722485	2		22q11.21	yes		AML			L	Dom	fusion	T	KMT2A			"5413,ENSG00000184702,H5,HCDCREL-1,PNUTL1,Q99719,SEPT5"
SEPT6	septin 6	23157	X:119618762-119693105	2		Xq24	yes		AML			L	Dom	fusion	T	KMT2A			"23157,ENSG00000125354,KIAA0128,MGC16619,MGC20339,Q14141,RP5-876A24_2,SEP2,SEPT6"
SEPT9	septin 9	10801	17:77320327-77498658	2		17q25	yes		AML*			L	Dom	fusion	T	KMT2A			"10801,AF17q25,ENSG00000184640,KIAA0991,MSF,MSF1,PNUTL4,SEPT9,SINT1,SeptD1"
SET	SET translocation	6418	9:128689583-128694664	1		9q34	yes		T-ALL			L	Dom	"oncogene, fusion"	T	NUP214			"2PP2A,6418,ENSG00000119335,I2PP2A,IGAAD,PHAPII,SET,TAF-IBETA"
SETBP1	SET binding protein 1	26040	18:44701347-45063698	1		18q21.1	yes	yes	"aCML, sAML, MDS/MPN-U, CMML, JMML"	neuroepithelial tumours	Schinzel-Giedion syndrome	L	Dom	"oncogene, fusion"	"Mis, T"	NUP98			"26040,A6H8W5,ENSG00000152217,KIAA0437,Q6P6C3,Q9UEF3,Q9Y6X0,SEB,SETBP1"
SETD2	SET domain containing 2	29072	3:47017093-47123126	1		3p21.31	yes		clear cell renal carcinoma			E	Rec	TSG	"N, F, S, Mis"				"29072,ENSG00000181555,SETD2"
SF3B1	"splicing factor 3b, subunit 1, 155kDa"	23451	2:197392303-197434999	1		2q33.1	yes		myelodysplastic syndrome			L	Dom	oncogene	Mis				"23451,ENSG00000115524,O75533,PRP10,PRPF10,SAP155,SF3B1,SF3b155"
SFPQ	splicing factor proline/glutamine rich(polypyrimidine tract binding protein associated)	6421	1:35184456-35193049	1	Yes	1p34.3	yes		papillary renal			E	Dom	"TSG, fusion"	T	TFE3			"6421,ENSG00000116560,P23246,PSF,SFPQ"
SFRP4	secreted frizzled related protein 4	6424	7:37907479-37916537	1		7p14.1	yes		"colorectal cancer, melanoma, SCC, gastric cancer, oesophageal SCC"			E	Rec	TSG	Mis		yes	Pyle disease	"6424,ENSG00000106483,FRP-4,FRPHE,MGC26498,Q6FHJ7,SFRP4,frpHE"
SGK1	serum/glucocorticoid regulated kinase 1	6446	6:134170268-134174807	2		6q23.2	yes		Nodular lymphocyte predominant Hodgkin lymphoma			L		oncogene	Mis				"6446,ENSG00000118515,O00141,SGK,SGK1"
SH2B3	SH2B adaptor protein 3	10019	12:111418146-111448302	1		12q24.12	yes		"MPN, sAML, erythrocytosis, B-ALL"			L	Rec	TSG	"Mis, F, N"		yes	"Coeliac disease type 13; diabetes mellitus, insulin-dependent;"	"10019,ENSG00000111252,LNK,Q9UQQ2,SH2B3"
SH3GL1	SH3-domain GRB2-like 1 (EEN)	6455	19:4361600-4400368	1		19p13.3	yes		AL			L	Dom	"oncogene, fusion"	T	KMT2A			"6455,CNSA1,EEN,ENSG00000141985,Q99961,SH3D2B,SH3GL1,SH3P8"
SIRPA	signal regulatory protein alpha	140885	20:1895448-1937568	2		20p13	yes		"HNSCC, colorectal cancer, Lung SCC"			E		TSG	"O, F"				"140885,BIT,CD172A,CD172a,ENSG00000198053,MFR,MYD-1,P84,PTPNS1,SHPS-1,SHPS1,SIRP,SIRP-ALPHA-1,SIRPA,SIRPalpha,SIRPalpha2"
SKI	SKI proto-oncogene	6497	1:2228767-2306765	2		1p36.33-p36.32	yes		melanoma			E		oncogene	Mis				"6497,ENSG00000157933,P12755,SKI,SKV"
SLC34A2	"solute carrier family 34 (sodium phosphate), member 2"	10568	4:25662501-25676749	1	Yes	4p15.2	yes		NSCLC			E	Dom	"TSG, fusion"	T	ROS1			"10568,ENSG00000157765,FLJ90534,NAPI-3B,NAPI-IIb,NPTIIb,O95436,SLC34A2"
SLC45A3	"solute carrier family 45, member 3"	85414	1:205659234-205664656	1	Yes	1q32	yes		prostate			E	Dom	fusion	T	"ETV1, ETV5, ELK4, ERG, BRAF"			"85414,ENSG00000158715,IPCA-6,IPCA6,PCANAP6,PRST,Q96JT2,SLC45A3"
SMAD2	SMAD family member 2	4087	18:47841827-47896756	1	Yes	18q21	yes		"colorectal carcinoma, hepatocellular carcinoma"			E	Rec	TSG	"Mis, N"				"4087,ENSG00000175387,JV18,JV18-1,MADH2,MADR2,MGC22139,MGC34440,SMAD2,hMAD-2,hSMAD2"
SMAD3	SMAD family member 3	4088	15:67066155-67190536	1	Yes	15q21-q22	yes		"colorectal carcinoma, oral squamous cell carcinoma"			E	Rec	TSG	Mis				"4088,DKFZP586N0721,DKFZp686J10186,ENSG00000166949,HSPC193,HsT17436,JV15-2,MADH3,MGC60396,P84022,SMAD3,Smad 3,Smad3"
SMAD4	SMAD family member 4	4089	18:51047047-51078467	1		18q21.1	yes	yes	"colorectal, pancreatic, small intestine"	gastrointestinal polyp	juvenile polyposis	E	Rec	TSG	"D, Mis, N, F"				"4089,DPC4,ENSG00000141646,JIP,MADH4,Q13485,SMAD4"
SMARCA4	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"	6597	19:10984152-11061816	1		19p13.2	yes		"NSCLC, SCCOHT"			E	Rec	TSG	"F, N, Mis, S"				"6597,BAF190,BRG1,ENSG00000127616,FLJ39786,P51532,SMARCA4,SNF2,SNF2-BETA,SNF2L4,SNF2LB,SWI2,hSNF2b"
SMARCB1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"	6598	22:23787170-23834180	1		22q11	yes	yes	malignant rhabdoid	malignant rhabdoid	rhabdoid predisposition syndrome	M	Rec	TSG	"D, N, F, S"				"6598,BAF47,ENSG00000099956,INI1,Ini1,Q12824,RDT,SMARCB1,SNF5,SNF5L1,Sfh1p,Snr1,hSNFS"
SMARCD1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"	6602	12:50085487-50099000	1		12q13-q14	yes		breast			E	Rec	TSG	N				"6602,BAF60A,CRACD1,ENSG00000066117,Q96GM5,Rsc6p,SMARCD1"
SMARCE1	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"	6605	17:40628785-40645626	1		17q21.2		yes		meningioma		O	Rec	TSG	"F, Mis, N"				"6605,BAF57,ENSG00000073584,Q969G3,SMARCE1"
SMC1A	structural maintenance of chromosomes 1A	8243	X:53380103-53422600	2		Xp11.22	yes		AML			L		TSG	Mis		yes	Cornelia de Lange syndrome	"8243,CDLS2,DKFZp686L19178,DXS423E,ENSG00000072501,KIAA0178,MGC138332,Q14683,RP6-29D12_1,SB1_8,SMC1,SMC1A,SMC1L1,SMC1alpha,SMCB,Smcb"
SMO	smoothened homolog (Drosophila)	6608	7:129189152-129212451	1		7q31-q32	yes		skin basal cell			E	Dom	oncogene	Mis				"6608,ENSG00000128602,Gx,Q99835,SMO,SMOH"
SND1	staphylococcal nuclease and tudor domain containing 1	27044	7:127652374-128092058	1		7q31.3	yes		pancreas acinar carcinoma			E	Dom	"oncogene, fusion"	T	BRAF			"27044,ENSG00000197157,Q7KZF4,SND1,TDRD11,p100"
SOCS1	suppressor of cytokine signaling 1	8651	16:11254843-11255478	1		16p13.13	yes		"Hodgkin lymphoma, PMBL"			L	Rec	TSG	"F, O"				"8651,CIS1,CISH1,Cish1,ENSG00000185338,JAB,O15524,SOCS-1,SOCS1,SSI-1,SSI1,TIP3"
SOX2	SRY (sex determining region Y)-box 2	6657	3:181712361-181713314	1		3q26.3-q27	yes		"NSCLC, oesophageal squamous carcinoma"			E	Dom	oncogene	A		yes	Microphthalmia and oesophageal atresia syndrome	"6657,ANOP3,ENSG00000181449,MCOPS3,MGC2413,P48431,SOX2"
SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	92521	17:20096653-20314066	2		17p11.2	yes		JMML			L	Dom	fusion	T	PDGFRB			"92521,CYTSB,ENSG00000128487,FLJ36955,HCMOGT-1,NSP,Q5M775,SPECC1"
SPEN	spen family transcriptional repressor	23013	1:15848068-15939427	1		1p36	yes		"SMZL, adenoid cystic carcinoma, DLBCL"			L	Rec	TSG	"F, Mis, N"				"23013,ENSG00000065526,KIAA0929,MINT,Q96T58,RP1-134O19_1,SHARP,SPEN"
SPOP	speckle type POZ protein	8405	17:49600378-49622810	1	Yes	17q21.33	yes	yes	"prostate, endometrial"	prostate cancer		E	Rec	TSG	Mis				"8405,ENSG00000121067,O43791,SPOP,TEF2"
SRC	"SRC proto-oncogene, non-receptor tyrosine kinase"	6714	20:37384154-37403379	1		20q11.23	yes		"colorectal cancer, endometrial carcinoma"			E	Dom	oncogene	"Mis, N"				"6714,ASV,ENSG00000197122,P12931,SRC,SRC1,c-SRC,c-src,p60-Src"
SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	9901	3:8985519-9248951	2		3p25.3	yes		pilocytic astrocytoma			O	Dom	fusion	T	RAF1			"9901,ARHGAP14,ENSG00000196220,KIAA0411,MEGAP,SRGAP3,WRP"
SRSF2	serine/arginine-rich splicing factor 2	6427	17:76736161-76737160	1		17q25	yes		"MDS, CLL"			L	Dom	oncogene	Mis				"6427,Q01130,SFRS2,SRSF2"
SRSF3	serine/arginine-rich splicing factor 3	6428	6:36596763-36601989	1		6p21	yes		follicular lymphoma			L	Dom	"oncogene, fusion"	T	BCL6			"6428,ENSG00000112081,P84103,SFRS3,SRSF3,SRp20"
SS18	"synovial sarcoma translocation, chromosome 18"	6760	18:26018354-26090569	1		18q11.2	yes		synovial sarcoma			M	Dom	fusion	T	"SSX1,  SSX2, SSX4"			"6760,ENSG00000141380,Q15532,SS18,SSXT,SYT"
