Gene symbol	Entrez gene ID	Description	RefSeq accession	Molecular class	empty
NGB	58157	Neuroglobin	NP_067080.1	Transport/cargo protein	
KIR2DL5A	57292	KIR2DL5	NP_065396.1	Integral membrane protein	
CLEC4A	50856	C type lectin domain family 4 member A	NP_057268.1	Cell surface receptor	
CLEC4A	50856	C type lectin domain family 4 member A	NP_919429.2	Cell surface receptor	
CLEC4A	50856	C type lectin domain family 4 member A	NP_919430.1	Cell surface receptor	
CLEC4A	50856	C type lectin domain family 4 member A	NP_919432.1	Cell surface receptor	
GPR182	11318	Adrenomedullin receptor	NP_009195.1	G protein coupled receptor	
ZNF346	23567	Double stranded RNA binding zinc finger protein	NP_036411.1	RNA binding protein	
CCHCR1	54535	HCR	NP_061925.2	Unclassified	
CCHCR1	54535	HCR	NP_001099033.1	Unclassified	
CCHCR1	54535	HCR	NP_001099034.1	Unclassified	
GDF15	9518	Macrophage inhibitory cytokine 1	NP_004855.2	Growth factor	
RBM8A	9939	RNA binding motif protein 8A	NP_005096.1	RNA binding protein	
HDAC4	9759	Histone deacetylase 4	NP_006028.2	Transcription regulatory protein	
FOXP2	93986	Forkhead box protein P2	NP_055306.1	Transcription factor	
FOXP2	93986	Forkhead box protein P2	NP_683696.2	Transcription factor	
FOXP2	93986	Forkhead box protein P2	NP_683697.1	Transcription factor	
FOXP2	93986	Forkhead box protein P2	NP_683698.1	Transcription factor	
PFKFB3	5209	"6-Phosphofructo-2-kinase/fructose 2,6-biphosphatase 3"	NP_004557.1	Enzyme: Phosphatase	
PFKFB3	5209	"6-Phosphofructo-2-kinase/fructose 2,6-biphosphatase 3"	NP_001138915.1	Enzyme: Phosphatase	
PFKFB4	5210	"6-Phosphofructo-2-kinase/fructose 2,6-biphosphatase 4"	NP_004558.1	Enzyme: Phosphatase	
WFDC1	58189	WAP four disulfide core domain 1	NP_067020.2	Protease inhibitor	
CTDSP1	58190	Small CTD phosphatase 1	NP_067021.1	Enzyme: Phosphatase	
CTDSP1	58190	Small CTD phosphatase 1	NP_872580.1	Enzyme: Phosphatase	
APPBP2	10513	PAT1	NP_006371.2	Adapter molecule	
CYP3A5	1577	Cytochrome P450 3A5	NP_000768.1	Enzyme: Oxidoreductase	
TAX1BP1	8887	TAX1 binding protein 1	NP_006015.4	Transcription factor	
TAX1BP1	8887	TAX1 binding protein 1	NP_001073333.1	Transcription factor	
NFIL3	4783	NFIL3	NP_005375.2	Transcription factor	
KLF13	51621	Kruppel like factor 13	NP_057079.2	Transcription factor	
IL22	50616	Interleukin 22	NP_065386.1	Cytokine	
EPB41L3	23136	Band 4.1 like protein 3	NP_036439.2	Structural protein	
KLHL1	57626	Kelch like 1	NP_065917.1	Cytoskeletal associated protein	
PDS5B	23047	Androgen induced proliferation inhibitor	NP_055847.1	Transcription factor	
PDS5B	23047	Androgen induced proliferation inhibitor	NP_057012.1	Transcription factor	
PHLDA1	22822	TDAG51	NP_031376.3	Transcription factor	
CFHR3	10878	Human complement factor H 3	NP_066303.2	Complement protein	
CFHR4	10877	Complement factor H4	NP_006675.2	Transport/cargo protein	
INA	9118	"Internexin, alpha"	NP_116116.1	Cytoskeletal protein	
FXR2	9513	FXR2	NP_004851.2	RNA binding protein	
CYP3A7	1551	Cytochrome P450 family 3 subfamily A polypeptide 7	NP_000756.2	Enzyme: Oxidase	
PILRA	29992	PILR alpha	NP_038467.2	Cell surface receptor	
PILRA	29992	PILR alpha	NP_840056.1	Cell surface receptor	
PILRA	29992	PILR alpha	NP_840057.1	Cell surface receptor	
FSTL3	10272	Follistatin related protein 3	NP_005851.1	Extracellular matrix protein	
NFYC	4802	"Nuclear transcription factor Y, gamma"	AAG28389.1	Transcription factor	
NFYC	4802	"Nuclear transcription factor Y, gamma"	NP_055038.2	Transcription factor	
NFYC	4802	"Nuclear transcription factor Y, gamma"	NP_001136059.1	Transcription factor	
NFYC	4802	"Nuclear transcription factor Y, gamma"	NP_001136060.1	Transcription factor	
NFYC	4802	"Nuclear transcription factor Y, gamma"	NP_001136061.1	Transcription factor	
NFYC	4802	"Nuclear transcription factor Y, gamma"	NP_001136062.1	Transcription factor	
ALKBH1	8846	Alkylated DNA repair protein alkB	AAH25787.1	DNA repair protein	
ALKBH1	8846	Alkylated DNA repair protein alkB	NP_006011.2	DNA repair protein	
ALKBH1	8846	Alkylated DNA repair protein alkB	NP_001034595.1	DNA repair protein	
PADI4	23569	Peptidylarginine deiminase 4	NP_036519.2	Enzyme: Hydrolase	
TMEM50A	23585	Small membrane protein 1	NP_055128.1	Integral membrane protein	
NARF	26502	NARF	NP_114174.1	Unclassified	
NARF	26502	NARF	NP_036468.1	Unclassified	
NARF	26502	NARF	NP_001033707.1	Unclassified	
NARF	26502	NARF	NP_001077077.1	Unclassified	
GHRL	51738	Ghrelin	NP_057446.1	Ligand	
GHRL	51738	Ghrelin	NP_001128413.1	Ligand	
GHRL	51738	Ghrelin	NP_001128416.1	Ligand	
GHRL	51738	Ghrelin	NP_001128417.1	Ligand	
GHRL	51738	Ghrelin	NP_001128418.1	Ligand	
YWHAG	7532	14-3-3 gamma	NP_036611.2	Adapter molecule	
GTF2A1L	11036	TF2A alpha/beta like factor	NP_006863.2	Transcription factor	
GTF2A1L	11036	TF2A alpha/beta like factor	NP_751946.1	Transcription factor	
ELAC2	60528	ELAC	NP_060597.4	Unclassified	
TMPRSS11D	9407	Airway trypsin like protease	NP_004253.1	Serine protease	
ARHGAP26	23092	GTPase regulator associated with focal adhesion kinase	NP_055886.1	GTPase activating protein	
ARHGAP26	23092	GTPase regulator associated with focal adhesion kinase	NP_001129080.1	GTPase activating protein	
HNRNPA3	220988	Heterogeneous nuclear ribonucleoprotein A3	NP_005749.1	Ribonucleoprotein	
HNRNPA3	220988	Heterogeneous nuclear ribonucleoprotein A3	NP_919223.1	Ribonucleoprotein	
DMPK	1760	Dystrophia myotonica protein kinase	NP_004400.4	Serine/threonine kinase	
DMPK	1760	Dystrophia myotonica protein kinase	NP_001075029.1	Serine/threonine kinase	
DMPK	1760	Dystrophia myotonica protein kinase	NP_001075031.1	Serine/threonine kinase	
DMPK	1760	Dystrophia myotonica protein kinase	NP_001075032.1	Serine/threonine kinase	
AAAS	8086	Aladin	NP_056480.1	Unclassified	
GAN	8139	Gigaxonin	NP_071324.1	Cytoskeletal associated protein	
FGF23	8074	Fibroblast growth factor 23	NP_065689.1	Growth factor	
IL21R	50615	Interleukin 21 receptor	NP_068570.1	Cytokine receptor	
IL21R	50615	Interleukin 21 receptor	NP_851564.1	Cytokine receptor	
IL21R	50615	Interleukin 21 receptor	NP_851565.1	Cytokine receptor	
IL21	59067	Interleukin 21	NP_068575.1	Cytokine	
LPXN	9404	Leupaxin	NP_004802.1	Adapter molecule	
LPXN	9404	Leupaxin	NP_001137467.1	Adapter molecule	
MINPP1	9562	Multiple inositol polyphosphate phosphatase 1	NP_004888.2	Lipid phosphatase	
TMED1	11018	Interleukin 1 receptor like ligand	NP_006849.1	Ligand	
NID2	22795	Nidogen 2	NP_031387.3	Extracellular matrix protein	
CD274	29126	Programmed cell death 1 ligand 1	NP_054862.1	Ligand	
TLR6	10333	Toll like receptor 6	NP_006059.2	Integral membrane protein	
BOK	666	BCL2 like 9	NP_115904.1	Adapter molecule	
DKK2	27123	Dickkopf 2	NP_055236.1	Ligand	
DKK3	27122	Dickkopf 3	NP_037385.2	Ligand	
DKK3	27122	Dickkopf 3	NP_001018067.1	Ligand	
DKK3	27122	Dickkopf 3	NP_056965.3	Ligand	
DKK4	27121	Dickkopf 4	NP_055235.1	Ligand	
ALX4	60529	ALX4	NP_068745.2	Transcription factor	
ADAMTS9	56999	ADAMTS 9	NP_891550.1	Metallo protease	
ZNF350	59348	Zinc finger protein 350	NP_067645.3	Transcription regulatory protein	
DHH	50846	Desert hedgehog	NP_066382.1	Secreted polypeptide	
MAML1	9794	Mastermind like 1	NP_055572.1	Transcription regulatory protein	
GJB4	127534	Connexin 30.3	NP_694944.1	Membrane transport protein	
TRPV4	59341	Vanilloid receptor like channel 2	NP_067638.3	Ion channel	
TRPV4	59341	Vanilloid receptor like channel 2	NP_671737.1	Ion channel	
PRKD1	5587	"Protein kinase C, mu"	NP_002733.2	Serine/threonine kinase	
PRKCH	5583	"Protein kinase C, eta"	NP_006246.2	Serine/threonine kinase	
UBQLN4	56893	Ataxin 1 ubiquitin like interacting protein	NP_064516.2	Ubiquitin proteasome system protein	
ADIPOQ	9370	ACRP30	NP_004788.1	Secreted polypeptide	
RBMXL2	27288	Heterogeneous nuclear ribonucleoprotein G T	NP_055284.3	Ribonucleoprotein	
RPGRIP1	57096	RPGR interacting protein	NP_065099.3	Unclassified	
ADAM15	8751	ADAM15	NP_003806.3	Metallo protease	
ADAM15	8751	ADAM15	NP_997074.1	Metallo protease	
ADAM15	8751	ADAM15	NP_997077.1	Metallo protease	
ADAM15	8751	ADAM15	NP_997078.1	Metallo protease	
ADAM15	8751	ADAM15	NP_997079.1	Metallo protease	
ADAM15	8751	ADAM15	NP_997080.1	Metallo protease	
PAK4	10298	p21 activated kinase 4	NP_005875.1	Cytoskeletal associated protein	
PAK4	10298	p21 activated kinase 4	NP_001014831.1	Cytoskeletal associated protein	
PAK4	10298	p21 activated kinase 4	NP_001014832.1	Cytoskeletal associated protein	
PAK4	10298	p21 activated kinase 4	NP_001014833.1	Cytoskeletal associated protein	
PAK4	10298	p21 activated kinase 4	NP_001014834.1	Cytoskeletal associated protein	
PAK4	10298	p21 activated kinase 4	NP_001014835.1	Cytoskeletal associated protein	
RAB26	25837	RAB26	NP_055168.2	GTPase	
IL17RB	55540	Interleukin 17B receptor	NP_061195.2	Cytokine receptor	
IL17RB	55540	Interleukin 17B receptor	NP_758434.1	Cytokine receptor	
ABCG5	64240	"ATP binding cassette, subfamily G, member 5"	NP_071881.1	Transport/cargo protein	
ABCG8	64241	"ATP binding cassette, subfamily G, member 8"	NP_071882.1	Transport/cargo protein	
ZNF277	11179	Zinc finger protein 277	NP_068834.2	DNA binding protein	
SIRPG	55423	Signal regulatory protein gamma	Q9P1W8	Cell surface receptor	
SIRPG	55423	Signal regulatory protein gamma	NP_061026.2	Cell surface receptor	
SIRPG	55423	Signal regulatory protein gamma	NP_543006.2	Cell surface receptor	
SIRPG	55423	Signal regulatory protein gamma	NP_001034597.1	Cell surface receptor	
ZNF274	10782	Zinc finger protein 274	NP_057409.1	Transcription regulatory protein	
ZNF274	10782	Zinc finger protein 274	NP_057408.2	Transcription regulatory protein	
ZNF274	10782	Zinc finger protein 274	NP_598009.1	Transcription regulatory protein	
MMP26	56547	Matrix metalloproteinase 26	NP_068573.2	Metallo protease	
UBQLN3	50613	Ubiquilin 3	NP_059509.1	Ubiquitin proteasome system protein	
TLR9	54106	Toll like receptor 9	NP_059138.1	Cell surface receptor	
TLR9	54106	Toll like receptor 9	NP_619633.1	Cell surface receptor	
BAIAP2	10458	BAI1 associated protein 2	NP_059345.1	Adapter molecule	
BAIAP2	10458	BAI1 associated protein 2	NP_059344.1	Adapter molecule	
BAIAP2	10458	BAI1 associated protein 2	NP_006331.1	Adapter molecule	
BAIAP2	10458	BAI1 associated protein 2	NP_001138360.1	Adapter molecule	
AGAP2	116986	Phosphoinositide 3 kinase enhancer	NP_055585.1	GTPase	
AGAP2	116986	Phosphoinositide 3 kinase enhancer	NP_001116244.1	GTPase	
ARHGEF7	8874	Rho guanine nucleotide exchange factor 7	NP_663788.1	Guanine nucleotide exchange factor	
ARHGEF7	8874	Rho guanine nucleotide exchange factor 7	NP_003890.1	Guanine nucleotide exchange factor	
ARHGEF7	8874	Rho guanine nucleotide exchange factor 7	NP_001106983.1	Guanine nucleotide exchange factor	
ARHGEF7	8874	Rho guanine nucleotide exchange factor 7	NP_001106984.1	Guanine nucleotide exchange factor	
ARHGEF7	8874	Rho guanine nucleotide exchange factor 7	NP_001106985.1	Guanine nucleotide exchange factor	
LONP1	9361	Serine protease 15	NP_004784.2	Serine protease	
TRIM3	10612	RNF22	NP_006449.2	Anchor protein	
TRIM3	10612	RNF22	NP_150594.2	Anchor protein	
CEP110	11064	Centrosomal protein 1	NP_008949.4	Unclassified	
KLK9	284366	Kallikrein 9	NP_036447.1	Serine protease	
KLK13	26085	Kallikrein 13	NP_056411.1	Serine protease	
IL1F8	27177	"Interleukin 1 family, member 8"	NP_055253.2	Cytokine	
IL1F8	27177	"Interleukin 1 family, member 8"	NP_775270.1	Cytokine	
IL1F7	27178	Interleukin 1 family member 7	NP_055254.2	Cytokine	
IL1F7	27178	Interleukin 1 family member 7	NP_775294.1	Cytokine	
IL1F7	27178	Interleukin 1 family member 7	NP_775295.1	Cytokine	
IL1F7	27178	Interleukin 1 family member 7	NP_775296.1	Cytokine	
IL1F7	27178	Interleukin 1 family member 7	NP_775297.1	Cytokine	
TMPRSS3	64699	Transmembrane serine protease 3	NP_076927.1	Serine protease	
TMPRSS3	64699	Transmembrane serine protease 3	NP_115777.1	Serine protease	
TMPRSS3	64699	Transmembrane serine protease 3	NP_115780.1	Serine protease	
TMPRSS3	64699	Transmembrane serine protease 3	NP_115781.1	Serine protease	
ELOVL4	6785	Elongation of very long chain fatty acids like 4	NP_073563.1	Unclassified	
PCDH15	65217	Protocadherin 15	NP_149045.3	Adhesion molecule	
PCDH15	65217	Protocadherin 15	NP_001136243.1	Adhesion molecule	
PCDH15	65217	Protocadherin 15	NP_001136244.1	Adhesion molecule	
PCDH15	65217	Protocadherin 15	NP_001136245.1	Adhesion molecule	
PCDH15	65217	Protocadherin 15	NP_001136235.1	Adhesion molecule	
PCDH15	65217	Protocadherin 15	NP_001136236.1	Adhesion molecule	
PCDH15	65217	Protocadherin 15	NP_001136237.1	Adhesion molecule	
PCDH15	65217	Protocadherin 15	NP_001136238.1	Adhesion molecule	
PCDH15	65217	Protocadherin 15	NP_001136239.1	Adhesion molecule	
PCDH15	65217	Protocadherin 15	NP_001136240.1	Adhesion molecule	
PCDH15	65217	Protocadherin 15	NP_001136241.1	Adhesion molecule	
PCDH15	65217	Protocadherin 15	NP_001136242.1	Adhesion molecule	
CDH23	64072	Cadherin 23	NP_071407.4	Adhesion molecule	
CDH23	64072	Cadherin 23	NP_443068.1	Adhesion molecule	
LMBR1	64327	Limb region 1	NP_071903.2	Cell surface receptor	
MAT2B	27430	"Methionine adenosyletransferase II, beta"	NP_037415.1	Enzyme: Adenosyltransferase	
MAT2B	27430	"Methionine adenosyletransferase II, beta"	NP_877725.1	Enzyme: Adenosyltransferase	
NEU2	4759	Neuraminidase 2	NP_005374.2	Neuraminidase	
HMG20B	10362	High mobility group protein 20B	NP_006330.2	DNA binding protein	
NTSR2	23620	Neurotensin receptor 2	NP_036476.1	G protein coupled receptor	
KLK12	43849	Kallikrein 12	NP_062544.1	Serine protease	
KLK12	43849	Kallikrein 12	NP_665901.1	Serine protease	
KLK12	43849	Kallikrein 12	NP_665902.1	Serine protease	
VAV3	10451	VAV3	NP_006104.4	Guanine nucleotide exchange factor	
VAV3	10451	VAV3	NP_001073343.1	Guanine nucleotide exchange factor	
IL1F9	56300	"Interleukin 1 family, member 9"	NP_062564.1	Ligand	
CD163	9332	CD163	NP_004235.3	Cell surface receptor	
CD163	9332	CD163	NP_981961.1	Cell surface receptor	
FGF20	26281	Fibroblast growth factor 20	NP_062825.1	Growth factor	
HOXC10	3226	HOXC10	NP_059105.2	Transcription factor	
PKP3	11187	Plakophilin 3	NP_009114.1	Cell junction protein	
SCGB2A2	4250	Mammaglobin 1	NP_002402.1	Secreted polypeptide	
CIB2	10518	Kinase interacting protein 2	NP_006374.1	Calcium binding protein	
RETN	56729	Resistin	NP_065148.1	Peptide hormone	
RAB11A	8766	"Ras family, member rab 11A"	NP_004654.1	GTPase	
HSD17B3	3293	17 beta hydroxysteroid dehydrogenase 3	NP_000188.1	Enzyme: Dehydrogenase	
UBE2C	11065	Ubiquitin conjugating enzyme E2C	NP_008950.1	Ubiquitin proteasome system protein	
UBE2C	11065	Ubiquitin conjugating enzyme E2C	NP_861515.1	Ubiquitin proteasome system protein	
UBE2C	11065	Ubiquitin conjugating enzyme E2C	NP_861516.1	Ubiquitin proteasome system protein	
UBE2C	11065	Ubiquitin conjugating enzyme E2C	NP_861517.1	Ubiquitin proteasome system protein	
UBE2C	11065	Ubiquitin conjugating enzyme E2C	NP_861518.1	Ubiquitin proteasome system protein	
UBE2C	11065	Ubiquitin conjugating enzyme E2C	NP_861519.1	Ubiquitin proteasome system protein	
IFITM2	10581	Interferon induced transmembrane protein 2	NP_006426.2	Integral membrane protein	
IFITM3	10410	Interferon induced transmembrane protein 3	NP_066362.2	Integral membrane protein	
DHX38	9785	DDX38	NP_054722.2	RNA binding protein	
CDC40	51362	Pre mRNA splicing factor PRP17	NP_056975.1	Transcription regulatory protein	
SERPINI2	5276	Protease inhibitor 14	NP_006208.1	Protease inhibitor	
FOXL2	668	Forkhead box protein L2	NP_075555.1	Transcription regulatory protein	
MYOZ2	51778	Myozenin 2	NP_057683.1	Unclassified	
MYOZ1	58529	Myozenin 1	NP_067068.1	Unclassified	
PAIP2	51247	Poly(A) binding protein interacting protein 2	NP_057564.3	Translation regulatory protein	
PAIP2	51247	Poly(A) binding protein interacting protein 2	NP_001028284.1	Translation regulatory protein	
CLDN14	23562	Claudin 14	NP_652763.1	Cell junction protein;Integral membrane protein	
CLDN14	23562	Claudin 14	NP_036262.1	Cell junction protein;Integral membrane protein	
IL20	50604	Interleukin 20	NP_061194.2	Cytokine	
IL20RA	53832	"Interleukin 20 receptor, alpha"	NP_055247.2	Cytokine receptor	
ARIH1	25820	UbcH7 binding protein	NP_005735.2	Ubiquitin proteasome system protein	
BIRC6	57448	Baculoviral IAP repeat containing protein 6	NP_057336.3	Adapter molecule	
KLK5	25818	Kallikrein 5	NP_036559.1	Serine protease	
KLK5	25818	Kallikrein 5	NP_001070959.1	Serine protease	
KLK5	25818	Kallikrein 5	NP_001070960.1	Serine protease	
KLK8	11202	Kallikrein 8	NP_653088.1	Serine protease	
KLK8	11202	Kallikrein 8	NP_653090.1	Serine protease	
KLK8	11202	Kallikrein 8	NP_009127.1	Serine protease	
KLK8	11202	Kallikrein 8	NP_653089.1	Serine protease	
RETNLB	84666	Resistin like beta	NP_115968.1	Unclassified	
SLC26A4	5172	"Solute carrier family 26, member 4"	NP_000432.1	Transport/cargo protein	
FBXL2	25827	F box and leucine rich repeat protein 2	NP_036289.2	Ubiquitin proteasome system protein	
FBXL3	26224	F box and leucine rich repeat protein 3A	NP_036290.1	Ubiquitin proteasome system protein	
FBXL4	26235	F box and leucine rich repeat protein 4	NP_036292.2	Ubiquitin proteasome system protein	
FBXL5	26234	F box and leucine rich repeat protein 5	NP_036293.1	Ubiquitin proteasome system protein	
FBXL5	26234	F box and leucine rich repeat protein 5	NP_277077.1	Ubiquitin proteasome system protein	
FBXL7	23194	F box and leucine rich repeat protein 7	NP_036436.1	Ubiquitin proteasome system protein	
KDM2A	22992	F box and leucine rich repeat protein 11	NP_036440.1	Ubiquitin proteasome system protein	
IL25	64806	Interleukin 17E	NP_073626.1	Cytokine	
IL25	64806	Interleukin 17E	NP_758525.1	Cytokine	
RAB36	9609	RAB36	NP_004905.2	GTPase	
BACE2	25825	Beta site APP cleaving enzyme 2	NP_036237.2	Protease	
BACE2	25825	Beta site APP cleaving enzyme 2	NP_620476.1	Protease	
BACE2	25825	Beta site APP cleaving enzyme 2	NP_620477.1	Protease	
RNF14	9604	RING Finger Protein 14	NP_004281.1	Transcription regulatory protein	
RNF14	9604	RING Finger Protein 14	NP_899645.1	Transcription regulatory protein	
RNF14	9604	RING Finger Protein 14	NP_899646.1	Transcription regulatory protein	
RNF14	9604	RING Finger Protein 14	NP_899647.1	Transcription regulatory protein	
RNF14	9604	RING Finger Protein 14	NP_899648.1	Transcription regulatory protein	
CADM1	23705	Immunoglobulin superfamily member 4	NP_055148.3	Adhesion molecule	
CADM1	23705	Immunoglobulin superfamily member 4	NP_001091987.1	Adhesion molecule	
IL19	29949	Interleukin 19	NP_037503.2	Cytokine	
IL19	29949	Interleukin 19	NP_715639.1	Cytokine	
CPNE6	9362	Copine VI	NP_006023.1	Transport/cargo protein	
CPNE7	27132	Copine VII	NP_055242.1	Transport/cargo protein	
CPNE7	27132	Copine VII	NP_705900.1	Transport/cargo protein	
RAB30	27314	Ras associated protein RAB30	NP_055303.2	GTPase	
RAB31	11031	RAB31	NP_006859.2	GTPase	
TRIM10	10107	Tripartite motif-containing 10	NP_006769.2	Unclassified	
TRIM10	10107	Tripartite motif-containing 10	NP_439893.2	Unclassified	
LYVE1	10894	Lymphatic vessel endothelial hyaluronan receptor 1	NP_006682.2	Cell surface receptor	
SPTLC1	10558	"Serine palmitoyltransferase, long chain base subunit 1"	NP_006406.1	Enzyme: Palmitoyltransferase	
SPTLC1	10558	"Serine palmitoyltransferase, long chain base subunit 1"	NP_847894.1	Enzyme: Palmitoyltransferase	
SPTLC2	9517	Serine palmitoyltransferase 2	NP_004854.1	Enzyme: Acyltransferase	
CD276	80381	B7 homolog 3	NP_079516.1	Ligand	
CD276	80381	B7 homolog 3	NP_001019907.1	Ligand	
ICOSLG	23308	Inducible T-cell co-stimulator ligand	AAF34739.1	Ligand	
ICOSLG	23308	Inducible T-cell co-stimulator ligand	NP_056074.1	Ligand	
